ABHD11	MACC1	0.286122
ABHD11	AAA1	0.128273
ABHD11	AACS	0.005535
ABHD11	ABI2	0.657672
ABHD11	ACADVL	0.232493
ABI2	MACC1	0.488329
ABI2	AAA1	0.016776
ABI2	AACS	0.643910
ABI2	ABHD11	0.657672
ABI2	ACADVL	0.363082
ACADVL	MACC1	0.802035
ACADVL	AAA1	0.771758
ACADVL	AACS	0.916236
ACADVL	ABHD11	0.232493
ACADVL	ABI2	0.363082
